용어번호,용어설명,용어명,요약
517,<span style='letter-spacing: -0.7pt'>「</span><span style='letter-spacing: -0.7pt'>건축법</span><span style='letter-spacing: -0.7pt'>」</span><span style='letter-spacing: -0.7pt'>에서 정의하는 대지는 </span><span style='letter-spacing: -0.7pt'>「</span><span style='letter-spacing: -0.7pt'>공간정보의 구축 및 관리 등에 관한 법률</span><span style='letter-spacing: -0.7pt'>」</span><span style='letter-spacing: -0.7pt'>에 따라 각 필지로</span><span style='letter-spacing: -0.4pt'>나눈 토지이며 건축행위가 이루어질 수 있는 개별 필지를 말한다</span><span style='letter-spacing: -0.4pt'>. </span>;<span style='letter-spacing: -0.6pt'>대지로서 건축행위가 가능하기 위해서는 </span><span style='letter-spacing: -0.6pt'>「</span><span style='letter-spacing: -0.6pt'>건축법</span><span style='letter-spacing: -0.6pt'>」</span><span style='letter-spacing: -0.6pt'>에 의해 다음의 안전조건을 만족해야 한다</span><span style='letter-spacing: -0.6pt'>.</span>        <span style='letter-spacing: -0.9pt'>대지는 인접한 도로면보다 낮아서는 안 된다</span><span style='letter-spacing: -0.9pt'>. </span><span style='letter-spacing: -0.9pt'>다만</span><span style='letter-spacing: -0.9pt'> </span><span style='letter-spacing: -0.9pt'>대지의 배수에 지장이 없거나 건축물의</span> 용도상 방습의 필요가 없는 경우에는 인접한 도로면보다 낮아도 된다<span style='letter-spacing: -0.8pt'>.</span>            <span style='letter-spacing: -1.1pt'>습한 토지</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>물이 나올 우려가 많은 토지</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>쓰레기</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>그 밖에 이와 유사한 것으로 매립된 토지에 </span><span style='letter-spacing: -1pt'>건축물을 건축하는 경우에는 성토</span><span style='letter-spacing: -1pt'> </span><span style='letter-spacing: -1pt'>지반 개량 등 필요한 조치를 하여야 한다</span><span style='letter-spacing: -1pt'>.</span>            <span style='letter-spacing: -1.1pt'>대지에는 빗물과 오수를 배출하거나 처리하기 위하여 필요한 하수관</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>하수구</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>저수탱크</span><span style='letter-spacing: -1.1pt'> </span><span style='letter-spacing: -1.1pt'>그 밖에 이와 유사한 시설을 하여야 한다</span><span style='letter-spacing: -1.1pt'>.</span>            손궤의 우려가 있는 토지에 대지를 조성하려면 <span style='letter-spacing: -0.8pt'>「</span>건축법 시행규칙<span style='letter-spacing: -0.8pt'>」</span>으로 정하는 바에 따라 옹벽을 설치하거나 그 밖에 필요한 조치를 하여야 한다<span style='letter-spacing: -0.8pt'>. </span>    <span style='letter-spacing: -0.3pt'>대지에 건축물을 건축하기 위해서는 대지경계의 </span><span style='letter-spacing: -0.3pt'>2m </span><span style='letter-spacing: -0.3pt'>이상이 도로</span><span style='letter-spacing: -0.3pt'>(</span><span style='letter-spacing: -0.3pt'>자동차전용도로 제외</span><span style='letter-spacing: -0.3pt'>)</span><span style='letter-spacing: -0.3pt'>에</span> <span style='letter-spacing: -0.5pt'>접해야 한다</span><span style='letter-spacing: -0.5pt'>. </span><span style='letter-spacing: -0.5pt'>다만 출입에 지장이 없거나 </span><span style='letter-spacing: -0.5pt'>「</span><span style='letter-spacing: -0.5pt'>건축법 시행령</span><span style='letter-spacing: -0.5pt'>」</span><span style='letter-spacing: -0.5pt'>으로 정하는 공지가 있는 경우는</span> <span style='letter-spacing: -0.2pt'>예외로 하며</span><span style='letter-spacing: -0.2pt'> </span><span style='letter-spacing: -0.2pt'>연면적의 합계가 </span><span style='letter-spacing: -0.2pt'>2000</span><span style='letter-spacing: -0.2pt'>㎡ </span><span style='letter-spacing: -0.2pt'>이상인 건축물의 대지는 너비 </span><span style='letter-spacing: -0.2pt'>6m</span><span style='letter-spacing: -0.2pt'>이상의 도로에</span> <span style='letter-spacing: 0pt'>4m</span>이상 접하여야 한다<span style='letter-spacing: 0pt'>. </span>;<span style='letter-spacing: 0.1pt'>건축물이 있는 대지는 아래와 같이 </span><span style='letter-spacing: 0.1pt'>「</span><span style='letter-spacing: 0.1pt'>건축법 시행령</span><span style='letter-spacing: 0.1pt'>」</span><span style='letter-spacing: 0.1pt'>으로 정하는 범위에서 해당 지방</span>자치단체의 조례로 정하는 면적 이상으로 분할하여야 한다<span style='letter-spacing: 0pt'>. </span><table style='border-right: medium none; border-collapse: collapse; border-bottom: medium none; border-left: medium none'>    <tbody><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: #c0c0c0 0.28pt solid; width: 88.29pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <div style='text-align: center'>;            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>주거지역            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>상업지역            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>공업지역            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>녹지지역            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 15.65pt; border-right: medium none; width: 55.32pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>그 밖의 지역            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 88.29pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <div style='text-align: center'>건축법 시행령            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>60</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>150</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>150</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>200</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: medium none; width: 55.32pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>60</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 88.29pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <div style='text-align: center'>서울특별시 건축조례            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>90</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>150</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>200</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: #c0c0c0 0.28pt solid; width: 49.1pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>200</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 16.9pt; border-right: medium none; width: 55.32pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'><span style='letter-spacing: -0.5pt'>90</span><span style='letter-spacing: -0.5pt'>㎡ </span>            </td>        </tr>    </tbody></table>;이러한 대지개념은 <span style='letter-spacing: 0pt'>「</span>공간정보의 구축 및 관리 등에 관한 법률<span style='letter-spacing: 0pt'>」</span>에 의한 필<span style='letter-spacing: -0.1pt'>지 지목 중 </span><span style='letter-spacing: -0.6pt'>하나인 대와 달리 모든 지목의 토지에 대해 적용되며</span><span style='letter-spacing: -0.6pt'> </span><span style='letter-spacing: -0.6pt'>「</span><span style='letter-spacing: -0.6pt'>건축법</span><span style='letter-spacing: -0.6pt'>」 </span><span style='letter-spacing: -0.6pt'>및 </span><span style='letter-spacing: -0.5pt'>「</span><span style='letter-spacing: -0.5pt'>국토의 계획 및 이용에</span> 관한 법률<span style='letter-spacing: 0pt'>」</span>에서 명시된 건폐율<span style='letter-spacing: 0pt'> </span>용적률 등의산정시에 이용된다<span style='letter-spacing: 0pt'>. </span><span style='font-size: 5pt'>; </span>;;<span style='letter-spacing: 0pt'>※ 2</span>이상의 필지를 하나의 대지로 할 수 있는 경우         <span style='letter-spacing: -0.3pt'>하나의 건축물을 </span><span style='letter-spacing: -0.3pt'>2</span><span style='letter-spacing: -0.3pt'>필지 이상에 걸쳐 건축하는 경우에는 그 건축물이 건축되는 각 필지의</span> 토지를 합한 토지        <span style='letter-spacing: -1pt'>「</span><span style='letter-spacing: -1pt'>공간정보의 구축 및 관리 등에 관한 법률</span><span style='letter-spacing: -1pt'>」</span><span style='letter-spacing: -1pt'>에 의하여 합병이 불가능한 경우 중 다음에 해당하는</span><span style='letter-spacing: -0.9pt'>경우로서 그 합병이 불가능한 필지의 토지를 합한 토지 </span><span style='letter-spacing: -0.9pt'>(</span><span style='letter-spacing: -0.9pt'>다만</span><span style='letter-spacing: -0.9pt'> </span><span style='letter-spacing: -0.9pt'>토지 소유자가 서로 다르거나 소유권외의 권리관계가 서로 다른 경우는 예외</span><span style='letter-spacing: -0.9pt'>)</span>    ;;; 가<span style='letter-spacing: 0pt'>. </span>각 필지의 지번지역이 서로 다른 경우    ;;; 나<span style='letter-spacing: 0pt'>. </span>각 필지의 도면의 축척이 다른 경우    ;;; 다<span style='letter-spacing: 0pt'>. </span><span style='letter-spacing: -0.5pt'>상호 인접하고 있는 필지로서 각 필지의 지반이 연속되지 아니한 경우</span>            <span style='letter-spacing: -0.2pt'>「</span><span style='letter-spacing: -0.2pt'>국토의 계획 및 이용에 관한 법률</span><span style='letter-spacing: -0.2pt'>」</span><span style='letter-spacing: -0.2pt'>에 의한 도시계획시설에 해당하는</span><span style='letter-spacing: -0.5pt'>건축물을 건축하는 경우에는 당해 도시계획시설이 설치되는 일단의 토지</span>            <span style='letter-spacing: -0.5pt'>「</span><span style='letter-spacing: -0.5pt'>주택법</span><span style='letter-spacing: -0.5pt'>」</span><span style='letter-spacing: -0.5pt'>에 의한 사업계획승인을 얻어 주택과 그 부대시설 및 복리시설을 건축하는 경우의 주택단지</span>            도로의 지표하에 건축하는 건축물의 경우에는 시장<span style='letter-spacing: 0pt'>;</span>군수<span style='letter-spacing: 0pt'>;</span>구청장이 당해 건축물이 건축되는 토지로 정하는 토지            건축법에 의한 사용승인을 신청하는 때에 <span style='letter-spacing: 0pt'>2</span>이상의 필지를 하나의 필지로 합필할 것을 조건으로 하여 건축허가를 하는 경우 그 필지 합병의 대상이 되는 토지    ;※ 하나 이상의 필지의 일부를 하나의 대지로 할 수 있는 경우        하나 이상의 필지의 일부에 대하여 도시계획시설이 결정<span style='letter-spacing: 0pt'>;</span>고시된 경우 그 결정<span style='letter-spacing: 0pt'>;</span>고시가 있은 부분의 토지            <span style='letter-spacing: -0.6pt'>하나 이상의 필지의 일부에 대하여 </span><span style='letter-spacing: -0.6pt'>「</span><span style='letter-spacing: -0.6pt'>농지법</span><span style='letter-spacing: -0.6pt'>」</span><span style='letter-spacing: -0.6pt'>에 의한 농지전용허가를 받은 경우 그 허가받은</span><span style='letter-spacing: -0.3pt'>부분의 토지</span>            <span style='letter-spacing: -0.2pt'>하나 이상의 필지의 일부에 대하여 </span><span style='letter-spacing: -0.2pt'>「</span><span style='letter-spacing: -0.2pt'>산지관리법</span><span style='letter-spacing: -0.2pt'>」</span><span style='letter-spacing: -0.2pt'>에 의한 산지전용허가를 받은 경우 그</span><span style='letter-spacing: -0.3pt'>허가받은 부분의 토지</span>            <span style='letter-spacing: -0.3pt'>하나 이상의 필지의 일부에 대하여 </span><span style='letter-spacing: -0.3pt'>「</span><span style='letter-spacing: -0.3pt'>국토의 계획 및 이용에 관한 법률</span><span style='letter-spacing: -0.3pt'>」</span><span style='letter-spacing: -0.3pt'>에 의한 개발행위허가를 받은 경우 그 허가받은 부분의 토지</span>            건축법에 따라 사용승인을 신청하는 때에 필지를 분할 것을 조건으로 하여 건축허가를 하는 경우 그 분필대상이 되는 부분의 토지    ,대지 (垈地),「공간정보의 구축 및 관리 등에 관한 법률」에 의해 개별 필지로 구획된 토지를 말하며 일반적으로 건축행위가 가능한 필지를 말한다.
747,도시경제여건을 개선하고 주민의 삶의 질을 지속적으로 향상시키며 인간개발로 연계시킬 수 있는 전반적인 능력을 말한다. 도시경쟁력 결정변수는 경제수준 경영환경 국제화 도시기반 생활환경 교육 사회복지 도시안전 문화여가 시민의식 등을 들 수 있다.,도시경쟁력(都市競爭力),
785,하천수가 흐르는 하천 밑바닥 부분을 깊게 정돈하고 양옆으로 성토를 하여 만든 부지를 말하며 흔히 고수부지라고도 하는데 주로 체육공원 및 주차장 등으로 많이 활용되고 있다.,둔치,
321,;에코시티(Eco-City)란 도시를 하나의 유기적 복합체로 보아 다양한 도시활동과 공간구조가 생태계의 속성인 다양성;자립성;순환성;안정성 등을 갖추어 인간과 자연이 공존할 수 있는 환경친화적인 도시를 말한다.,에코시티 (Eco-City),;
1016,생산물 1개 또는 일정량의 생산물을 만들기 위하여 필요로 하는 원재료나 연료 또는 소요시간 등의 기준량을 의미한다. 광업?제철업 등에서 많이 쓰이는 용어로 선철(銑鐵) 1t을 만들기 위하여 필요한 코크스의 양을 나타내는 코크스비(比)가 대표적이다. 원단위는 기업의 원가계산이나 합리화계획 등의 기초가 되는 개념으로 원단위가 낮아지면 낮아질수록 그만큼 생산이 합리적으로 이루어지고 있음을 의미한다.,원단위(原單位 basic unit),
1632,유료도로 설치 주체에 따라 도로관리청 국토교통부장관 비도로관리청으로 구분되며 「유료도로법」에서는 설치주체에 따라 신설 또는 개축할 수 있는 경우에 대해서 설명하고 있다.유료도로관리청 또는 유료도로관리권자는 당해 유료도로를 통행하는 차량에 대하여 차량의 구조;중량 등을 고려하여 차량의 종류별로 통행료를 받게 되며 군작전용차량 구급 및 구호차량 소방활동에 종사하는 차량 및 「유료도로법 시행령」이 정하는 차량은 본래의 목적을 위하여 운행되는 경우에 한하여 통행료를 감면할 수 있다.유료도로관리청은 당해 유료도로의 통행으로 인하여 시간과 비용 면에서 통상적으로 받는 이익의 범위 안에서 유료도로의 통행료를 정하여야 한다. 단 고속국도의 경우에는 물가수준 다른 교통수단의 운임 그 밖의 공공요금 등과 비교하여 공정하다고 인정되는 범위 안에서 국토교통부장관이 통행료를 정한다.유료도로관리청이 정하는 통행료의 총액은 당해 유료도로의 건설유지비총액을 초과할 수 없다. 비도로관리청이 해당 유료도로의 건설유지비 총액 통행료 외에 그 유료도로에 관한 수익 통행료 수납기간 및 수익률 등을 고려하여 통행료를 정하거나 변경하는 경우에는 당해 유료도로관리청의 승인을 얻어야 한다.,유료도로,「도로법」에 의한 도로 중 「유료도로법」 또는 「사회기반시설에 대한 민간투자법」의 규정에 따라 통행료 또는 사용료를 받는 도로로 고속국도나 관광을 목적으로 하는 관광도 등이 대표적인 유료도로에 속한다.
1760,,도로(기부채납),사업토지가 포함된 지구단위계획구역 내에서 용적률을 완화받기 위해서 공공에 설치 제공한 도로를 말한다.
739,일반적으로 두 지점간에 사람과 물자를 경제적으로 이동시키기 위하여 합리적으로 설치한 지상의 시설이라 할 수 있다. 「도시계획시설의결정?구조및설치기준에관한규칙」에서는 폭 4m 이상으로서 일반의 교통에 공용되는 도로를 말하며 보행자전용도로의 폭은 1.5m 이상으로 하고 자전거전용도로의 폭은 1.1m(길이가 100m 미만인 터널 및 교량의 경우에는 0.9m)이상으로 정의하고 있다. 도로는 기준에 따라 다르게 구분한다. ① 사용 및 형태별 구분：일반도로 자동차전용도로 보행자전용도로 자전거전용도로 고가도로 지하도로.② 도로의 규모(폭원)별 구분：광로(40m 이상) 대로(25m 이상~40m 미만) 중로(12m 이상~25m 미만) 소로(12m 미만).③ 기능별 구분：주간선도로 보조간선도로 집산도로 국지도로 도시고속도로 특수도로(보행자전용도로?자전거전용도로 등 자동차 외의 교통에 전용되는 도로).☞ 보행자전용도로',도로(道路 road),
750,「국토의계획및이용에관한법률」의 규정에 의하여 지방자치단체의 장이 입안한 광역도시계획?도시기본계획 또는 도시관리계획(용도지역?용도지구 도로?주차장?공원 등의 결정)을 검토하거나 지방자치단체의 장이 의뢰하는 도시계획관련사항의 기획?지도 및 조사?연구를 위하여 당해 지방자치단체의 조례가 정하는 바에 따라 지방도시계획위원회에 둘 수 있는 기구이다.,도시계획상임기획단(都市計劃常任企劃團),
791,1928년 미국 뉴욕에서 24km 떨어진 뉴저지주에 개발된 신도시로서 영국의 하워드(E. Howard)의 전원도시 개념을 적용한 것으로 유명하다. 미국의 도시건축가 스타인(Clarence Stein)에 의하여 계획된 레드번은 12~20ha의 슈퍼블럭을 계획하고 그 속에서는 자동차 통과교통을 배제하였으며 주택들은 막힌 도로(cul-de-sac)을 단위로 집합배치시켰다. 또한 보행로와 자동차도로는 완전 분리하고 보행로는 슈퍼블럭안의 공원으로 연결되도록 설계하였다. 특히 학교 접근로에 공원녹지체계가 연계되어 아동들이 자동차와 마찰없이 등교할 수 있는 장점이 있다.,래드번(Radburn),
887,공중에 설치한 밧줄에 운반기를 달아 여객 또는 화물을 운송하는 시설을 말한다. 일본의 경우에는 이것을 로프웨이(ropeway)라고 칭하고 오히려 치륜철도(cogwheel rail car)를 케이블카라고 호칭하고 있다. 보통 국립공원 등에서는 초입의 경사가 완만한 곳에서는 치륜철도로 관광객을 운반하고 급경사지가 되는 산악공원의 정상부까지는 이른바 케이블카로 운반하게 됨으로 이 두가지 시설을 모두 삭도시설에 포함시킬 수 있다. 「도시계획시설의결정?구조및설치기준에관한규칙」에서 삭도란 「삭도?궤도법」에 의한 삭도사업을 위하여 설치하는 시설을 말한다.,삭도(索道 cable car),
